row,id,prompt,answer,label_json
31,ts9_31,"Okay. Well, that makes that easy. Do you remember if there were any concerns about like anything that you needed to talk that she needed to talk to the GP about at the time?","No, there was no concerns. My wife is a PhD. So she does, she's a research scientist. She did a lot of research, previous to any a vaccine that my kids get anyway. And she was more than happy and by that and so am I.","[{'Original_Text': 'My wife is a PhD.', 'Code': 'Background Medical Research', 'Topic': 'Parental Background', 'Keywords': ['Medical Research', 'Education']}]"
18,ts9_18,"Yeah, absolutely. So have any of your children ever gotten the flu before? Do you know anyone whose children have gotten the flu?","Uh no, I don't know of anyone’s children. Certainly not any of mine.","[{'Original_Text': ""I don't know of anyone’s children."", 'Code': 'Do Not Know of other Children with Flu', 'Topic': 'Social Knowledge', 'Keywords': ['Children', 'Flu Experience']}]"
19,ts9_19,"Yeah. Um, so if you want to learn more about a sickness, like the flu, where would you go to get that information as far as like symptoms treatment options, you know, any thing.","Me personally I'd probably go to the NHS website which obviously in the UK is the authority. But then there are others the CDC in America website has details, the WHO has quite a lot of information on there as well just as a general list of what the symptoms around the world are.","[{'Original_Text': ""Me personally I'd probably go to the NHS website which obviously in the UK is the authority."", 'Code': 'Go to NHS UK Website', 'Topic': 'Information Access', 'Keywords': ['NHS UK Website', 'Authority']}, {'Original_Text': 'But then there are others', 'Code': 'Other Resources', 'Topic': 'Information Sources', 'Keywords': ['Other Resources']}, {'Original_Text': 'The CDC in America website has details', 'Code': 'CDC Resources', 'Topic': 'Information Sources', 'Keywords': ['CDC', 'Information Access']}]"
20,ts9_20,Yeah. So you would start with the NHS but then kind of move on to some of those other like health authority kind of websites.,"Yeah, I like to try, rather than just having a single approach to have a more general, sometimes some of the smaller symptoms may not always be listed on one website, they just kind of get buried.","[{'Original_Text': 'Yeah, I like to try, rather than just having a single approach to have a more general', 'Code': 'General Approach to Information', 'Topic': 'General Approach', 'Keywords': ['General', 'Approach']}, {'Original_Text': 'So sometimes some of the smaller symptoms may not always be listed on one website, they just kind of get buried.', 'Code': 'More Thorough Website Searches', 'Topic': 'Search Approach', 'Keywords': ['Website', 'Thorough']}]"
22,ts9_22,"Oh okay, was it because you were ill?","Yeah, yeah, I had the flu.","[{'Original_Text': 'I had the flu.', 'Code': 'Flu Illness', 'Topic': 'Illness', 'Keywords': ['Flu', 'Illness', 'Health Effects']}]"
23,ts9_23,Ah yeah. So what do you think the benefits are of having your children get the flu vaccine?,"Its risk mitigation in my mind. There is very, very, very little risk in giving them the vaccine. It's well proven well serving vaccince. And rather than them getting ill, and  it might be mild, you know, you never know, it could turn serious. So I'd rather not take the chance and I'll get them the vaccine to stop them from turning, you know, likely to stop them from getting, you know, any sort of potential serious illness.","[{'Original_Text': 'Its risk mitigation in my mind. There is very, very, very little risk in giving them the vaccine', 'Code': 'Vaccine Low Risk', 'Topic': 'Risk', 'Keywords': ['Risk', 'Vaccine']}, {'Original_Text': ""It's well proven well serving vaccine."", 'Code': 'Proven', 'Topic': 'Benefit', 'Keywords': ['Proven', 'Vaccine']}]"
24,ts9_24,"Yeah, absolutely. So the, it seems like the main benefit for you. It would just be, you know, that way the kids can't get sick right?","Yeah, yeah, yeah, pretty straightforward.","[{'Original_Text': ""So the, it seems like the main benefit for you. It would just be, you know, that way the kids can't get sick right?"", 'Code': 'Prevent the Flu', 'Topic': 'Benefit of Vaccination', 'Keywords': ['Benefits', 'Preventative']}, {'Original_Text': 'Yeah, yeah, yeah, pretty straightforward.', 'Code': 'Straightforward', 'Topic': 'Reaction To Vaccination', 'Keywords': ['Reaction']}]"
26,ts9_26,"Yeah, so pretty, pretty easy. Like you said, pretty straightforward. So if you want to learn more about a vaccine, like whether it is something that would be beneficial for your children, whether it's something that's recommended for them. Where would you go to get that information?","Uh the WHO. Well, I would use google in the UK to find out who was creating the vaccine and then I would go to that website and find out more information on their website.","[{'Original_Text': 'the WHO. Well, I would use google in the UK to find out who was creating the vaccine and then I would go to that website and find out more information on their website.', 'Code': 'Find website for vaccine creator', 'Topic': 'Information Sources', 'Keywords': ['WHO', 'Vaccine Creator', 'Website']}]"
27,ts9_27,"Okay, so you'd actually look for the the vaccine manufacturers information about that it?","Yeah, yeah.","[{'Original_Text': 'Yes. He had the flu vaccine last week.', 'Code': 'Vaccinated Last Week', 'Topic': ""Child's Flu Vaccination"", 'Keywords': ['Vaccinated', 'Prior Week']}, {'Original_Text': 'Yeah. Yeah. We tend to ask the health visitor and her recommendations.', 'Code': 'Health Visitor Recommends', 'Topic': 'Influenza Vaccination Recommendation', 'Keywords': ['Health Visitor', 'Vaccine Recommendations']}, {'Original_Text': ""She said that they'd already finished vaccinating."", 'Code': 'Health Visitor Vaccination Completed', 'Topic': 'Health Visitor Vaccination Information', 'Keywords': ['Health Visitor', 'Vaccine Information']}]"
28,ts9_28,"Have you. So have your, your four year old children have they received the flu vaccine this year?","Not in 2020 but they did get it, at the backend of, well it would have been last year now wouldn't it? But it would have been the back end of 2019.","[{'Original_Text': ""They did get it, at the backend of, well it would have been last year now wouldn't it?"", 'Code': 'Received Flu Vaccine Before', 'Topic': 'Child History', 'Keywords': ['Vaccine History', 'Flu Experience']}]"
29,ts9_29,"Yeah, in like the autumn of 2019.",Yeah.,"[{'Original_Text': 'Yeah, in like the autumn of 2019.', 'Code': 'Autumn of 2019', 'Topic': 'Time', 'Keywords': ['Autumn', '2019']}]"
16,ts9_16,"Yeah, that's good. Um, so is flu, something you would be worried about your child one of your children became ill with? Or is it something that is more like, well, if they get it you know they get it. Obviously, you don't want it to happen.","Yeah, I put it down as one of these things that if they're going to catch it, they're going to catch it. Theres a certain amount of precaution you can take but you can't just live your life hiding from everything. So if they did show symptoms I wouldn't be worried, unless they got to the point where obviously if it was a hospitalisation then I'd be really worried.","[{'Original_Text': 'Is flu, something you would be worried about your child one of your children became ill with?', 'Code': 'Worried or Not Worried with Flu Illness', 'Topic': 'Health Concerns', 'Keywords': ['Worried', 'Flu', 'Illness']}, {'Original_Text': ""Unless they got to the point where obviously if it was a hospitalisation then I'd be really worried."", 'Code': 'Worried with Hospitalisation', 'Topic': 'Health Concerns', 'Keywords': ['Hospitalisation', 'Health Concern']}]"
17,ts9_17,"Yeah, yeah, of course. Um, so can you point to me as far as what you think getting sick with the flu is like for kids. So not necessarily symptoms, but more like is it a serious illness? How long you think they'd be sick for? You know, those kids if things, if you know what I mean.","Yeah, I think that the majority, it wouldn't be that serious.It would be more just a case of maybe a week of recuperation needed. But then obviously if its more, more serious than we could be looking at a good three or four weeks, potentially hospital visits or even hospitalisation full stop. Obviously there are an antiviral meds, but I'm totally unware if they're possible to give to children so I don't know if that would shorten it.","[{'Original_Text': ""I think the majority, it wouldn't be that serious."", 'Code': ""Majority wouldn't be serious."", 'Topic': 'Illness Severity', 'Keywords': []}, {'Original_Text': 'It would be more just a case of maybe a week of recuperation needed.', 'Code': 'Most would be 1 week of illness', 'Topic': 'Illness Duration', 'Keywords': []}, {'Original_Text': 'But then obviously if its more, more serious than we could be looking at a good three or four weeks, potentially hospital visits', 'Code': 'More serious could result in hospitalization', 'Topic': 'Health Impact', 'Keywords': []}]"
19,ts9_19,"Yeah. Um, so if you want to learn more about a sickness, like the flu, where would you go to get that information as far as like symptoms treatment options, you know, any thing.","Me personally I'd probably go to the NHS website which obviously in the UK is the authority. But then there are others the CDC in America website has details, the WHO has quite a lot of information on there as well just as a general list of what the symptoms around the world are.","[{'Original_Text': ""Me personally I'd probably go to the NHS website"", 'Code': ""I'd probably go to the NHS website"", 'Topic': 'Me personally', 'Keywords': ['NHS', 'Information Provider']}, {'Original_Text': 'which obviously in the UK is the authority', 'Code': 'NHS - Authority', 'Topic': 'NHS', 'Keywords': ['Authority']}]"
22,ts9_22,"Oh okay, was it because you were ill?","Yeah, yeah, I had the flu.","[{'Original_Text': 'Yeah, yeah, I had the flu.', 'Code': 'Suffered From Flu', 'Topic': 'Personal Symptoms', 'Keywords': ['Flu', 'Personal Symptoms']}]"
24,ts9_24,"Yeah, absolutely. So the, it seems like the main benefit for you. It would just be, you know, that way the kids can't get sick right?","Yeah, yeah, yeah, pretty straightforward.","[{'Original_Text': 'Yeah, yeah, yeah, pretty straightforward.', 'Code': 'Simple Benefit', 'Topic': 'Simple Benefit', 'Keywords': ['Simple', 'Benefit']}]"
25,ts9_25,"Yeah. Um, so, do you think there are downsides of getting the flu vaccine and that can be, when I say downsides here, I don't just mean side effects. I mean, like, uou know,  maybe it's inconvenient, maybe it takes a really long time you know any downsides you can think of at all.","No I don't see any down sides for children in the UK. It's free. It's obviously just the nasal, nasal spray. So there's no inconvenience there. Kids wine afterwards a bit, you know someone’s sticking something up their nose, but aside from that, no there's no, no, no side effects anything I'd worry about or anything like that. So no real downsides","[{'Original_Text': 'So no real downsides', 'Code': 'No Downsides', 'Topic': 'Downsides', 'Keywords': ['Downsides', 'Negatives']}]"
